shop_name,shop_price,shop_product_url,shop_image_url,shop_sku,shop_categories,shop_tags,shop_stock_qty,shop_stock_text,shop_description,shop_page
Horsea,154.0,https://scrapeme.live/shop/Horsea/,https://scrapeme.live/wp-content/uploads/2018/08/116-350x350.png,1885,"Dragon, Pokemon","Dragon, horsea, Swift Swim",88,88 in stock,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back. Description If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",8
Seadra,51.0,https://scrapeme.live/shop/Seadra/,https://scrapeme.live/wp-content/uploads/2018/08/117-350x350.png,2148,"Dragon, Pokemon","Dragon, Poison Point, seadra",45,45 in stock,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole. Description Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",8
Goldeen,170.0,https://scrapeme.live/shop/Goldeen/,https://scrapeme.live/wp-content/uploads/2018/08/118-350x350.png,3144,"Goldfish, Pokemon","goldeen, Goldfish, Swift Swim",117,117 in stock,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape. Description Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",8
Seaking,129.0,https://scrapeme.live/shop/Seaking/,https://scrapeme.live/wp-content/uploads/2018/08/119-350x350.png,9260,"Goldfish, Pokemon","Goldfish, seaking, Swift Swim",226,226 in stock,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month. Description Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,8
Staryu,166.0,https://scrapeme.live/shop/Staryu/,https://scrapeme.live/wp-content/uploads/2018/08/120-350x350.png,7802,"Pokemon, Star Shape","Natural Cure, Star Shape, staryu",292,292 in stock,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs. Description Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",8
Starmie,176.0,https://scrapeme.live/shop/Starmie/,https://scrapeme.live/wp-content/uploads/2018/08/121-350x350.png,7984,"Mysterious, Pokemon","Mysterious, Natural Cure, starmie",283,283 in stock,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors. Description Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,8
Mr-mime,144.0,https://scrapeme.live/shop/Mr-mime/,https://scrapeme.live/wp-content/uploads/2018/08/122-350x350.png,9469,"Barrier, Pokemon","Barrier, mr-mime, Soundproof",105,105 in stock,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real. Description Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",8
Scyther,85.0,https://scrapeme.live/shop/Scyther/,https://scrapeme.live/wp-content/uploads/2018/08/123-350x350.png,5181,"Mantis, Pokemon","Mantis, scyther, Swarm",139,139 in stock,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke. Description Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",8
Jynx,138.0,https://scrapeme.live/shop/Jynx/,https://scrapeme.live/wp-content/uploads/2018/08/124-350x350.png,1615,"Human Shape, Pokemon","Human Shape, jynx, Oblivious",197,197 in stock,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing. Description Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",8
Electabuzz,125.0,https://scrapeme.live/shop/Electabuzz/,https://scrapeme.live/wp-content/uploads/2018/08/125-350x350.png,7699,"Electric, Pokemon","electabuzz, Electric, Static",63,63 in stock,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods. Description When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",8
Magmar,130.0,https://scrapeme.live/shop/Magmar/,https://scrapeme.live/wp-content/uploads/2018/08/126-350x350.png,8655,"Pokemon, Spitfire","Flame Body, magmar, Spitfire",16,16 in stock,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings. Description In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",8
Pinsir,141.0,https://scrapeme.live/shop/Pinsir/,https://scrapeme.live/wp-content/uploads/2018/08/127-350x350.png,2091,"Pokemon, Stag Beetle","Hyper Cutter, pinsir, Stag Beetle",29,29 in stock,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape. Description Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",8
Tauros,63.0,https://scrapeme.live/shop/Tauros/,https://scrapeme.live/wp-content/uploads/2018/08/128-350x350.png,2149,"Pokemon, Wild Bull","Intimidate, tauros, Wild Bull",298,298 in stock,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself. Description This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",8
Magikarp,43.0,https://scrapeme.live/shop/Magikarp/,https://scrapeme.live/wp-content/uploads/2018/08/129-350x350.png,6706,"Fish, Pokemon","Fish, magikarp, Swift Swim",126,126 in stock,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is. Description Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",8
Gyarados,79.0,https://scrapeme.live/shop/Gyarados/,https://scrapeme.live/wp-content/uploads/2018/08/130-350x350.png,9629,"Atrocious, Pokemon","Atrocious, gyarados, Intimidate",100,100 in stock,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month. Description Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",8
Lapras,172.0,https://scrapeme.live/shop/Lapras/,https://scrapeme.live/wp-content/uploads/2018/08/131-350x350.png,7759,"Pokemon, Transport","lapras, Transport, Water Absorb",89,89 in stock,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain. Description People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",9
Ditto,75.0,https://scrapeme.live/shop/Ditto/,https://scrapeme.live/wp-content/uploads/2018/08/132-350x350.png,5061,"Pokemon, Transform","ditto, Limber, Transform",177,177 in stock,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong. Description Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",9
Eevee,112.0,https://scrapeme.live/shop/Eevee/,https://scrapeme.live/wp-content/uploads/2018/08/133-350x350.png,3593,"Evolution, Pokemon","eevee, Evolution, Run Away",234,234 in stock,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve. Description Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,9
Vaporeon,147.0,https://scrapeme.live/shop/Vaporeon/,https://scrapeme.live/wp-content/uploads/2018/08/134-350x350.png,5437,"Bubble Jet, Pokemon","Bubble Jet, vaporeon, Water Absorb",226,226 in stock,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water. Description Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,9
Jolteon,158.0,https://scrapeme.live/shop/Jolteon/,https://scrapeme.live/wp-content/uploads/2018/08/135-350x350.png,4119,"Lightning, Pokemon","jolteon, Lightning, Volt Absorb",37,37 in stock,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles. Description Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",9
Flareon,34.0,https://scrapeme.live/shop/Flareon/,https://scrapeme.live/wp-content/uploads/2018/08/136-350x350.png,8149,"Flame, Pokemon","Flame, flareon, Flash Fire",142,142 in stock,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit. Description Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",9
Porygon,178.0,https://scrapeme.live/shop/Porygon/,https://scrapeme.live/wp-content/uploads/2018/08/137-350x350.png,7940,"Pokemon, Virtual","porygon, Trace, Virtual",156,156 in stock,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying. Description Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,9
Omanyte,162.0,https://scrapeme.live/shop/Omanyte/,https://scrapeme.live/wp-content/uploads/2018/08/138-350x350.png,4569,"Pokemon, Spiral","omanyte, Shell Armor, Spiral",13,13 in stock,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell. Description Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",9
Omastar,61.0,https://scrapeme.live/shop/Omastar/,https://scrapeme.live/wp-content/uploads/2018/08/139-350x350.png,3283,"Pokemon, Spiral","omastar, Shell Armor, Spiral",249,249 in stock,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous. Description Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",9
Kabuto,79.0,https://scrapeme.live/shop/Kabuto/,https://scrapeme.live/wp-content/uploads/2018/08/140-350x350.png,9584,"Pokemon, Shellfish","kabuto, Shellfish, Swift Swim",187,187 in stock,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years. Description Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",9
Kabutops,57.0,https://scrapeme.live/shop/Kabutops/,https://scrapeme.live/wp-content/uploads/2018/08/141-350x350.png,4736,"Pokemon, Shellfish","kabutops, Shellfish, Swift Swim",228,228 in stock,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs. Description Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,9
Aerodactyl,56.0,https://scrapeme.live/shop/Aerodactyl/,https://scrapeme.live/wp-content/uploads/2018/08/142-350x350.png,1801,"Fossil, Pokemon","aerodactyl, Fossil, Rock Head",257,257 in stock,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times. Description Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,9
Snorlax,134.0,https://scrapeme.live/shop/Snorlax/,https://scrapeme.live/wp-content/uploads/2018/08/143-350x350.png,9883,"Pokemon, Sleeping","Sleeping, snorlax, Thick Fat",260,260 in stock,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play. Description Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,9
Articuno,77.0,https://scrapeme.live/shop/Articuno/,https://scrapeme.live/wp-content/uploads/2018/08/144-350x350.png,6040,"Freeze, Pokemon","articuno, Freeze, Pressure",101,101 in stock,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall. Description Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",9
Zapdos,133.0,https://scrapeme.live/shop/Zapdos/,https://scrapeme.live/wp-content/uploads/2018/08/145-350x350.png,7213,"Electric, Pokemon","Electric, Pressure, zapdos",265,265 in stock,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts. Description Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,9
Moltres,178.0,https://scrapeme.live/shop/Moltres/,https://scrapeme.live/wp-content/uploads/2018/08/146-350x350.png,2571,"Flame, Pokemon","Flame, moltres, Pressure",208,208 in stock,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself. Description Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",9
Dratini,94.0,https://scrapeme.live/shop/Dratini/,https://scrapeme.live/wp-content/uploads/2018/08/147-350x350.png,2799,"Dragon, Pokemon","Dragon, dratini, Shed Skin",275,275 in stock,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels. Description Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,10
Dragonair,57.0,https://scrapeme.live/shop/Dragonair/,https://scrapeme.live/wp-content/uploads/2018/08/148-350x350.png,5641,"Dragon, Pokemon","Dragon, dragonair, Shed Skin",119,119 in stock,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail. Description Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,10
Dragonite,69.0,https://scrapeme.live/shop/Dragonite/,https://scrapeme.live/wp-content/uploads/2018/08/149-350x350.png,9175,"Dragon, Pokemon","Dragon, dragonite, Inner Focus",127,127 in stock,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land. Description Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,10
Mewtwo,43.0,https://scrapeme.live/shop/Mewtwo/,https://scrapeme.live/wp-content/uploads/2018/08/150-350x350.png,4630,"Genetic, Pokemon","Genetic, mewtwo, Pressure",78,78 in stock,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart. Description Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",10
Mew,136.0,https://scrapeme.live/shop/Mew/,https://scrapeme.live/wp-content/uploads/2018/08/151-350x350.png,4382,"New Species, Pokemon","mew, New Species, Synchronize",152,152 in stock,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people. Description Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",10
Chikorita,127.0,https://scrapeme.live/shop/Chikorita/,https://scrapeme.live/wp-content/uploads/2018/08/152-350x350.png,2657,"Leaf, Pokemon","chikorita, Leaf, Overgrow",98,98 in stock,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around. Description In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",10
Bayleef,44.0,https://scrapeme.live/shop/Bayleef/,https://scrapeme.live/wp-content/uploads/2018/08/153-350x350.png,1272,"Leaf, Pokemon","bayleef, Leaf, Overgrow",299,299 in stock,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy. Description Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,10
Meganium,163.0,https://scrapeme.live/shop/Meganium/,https://scrapeme.live/wp-content/uploads/2018/08/154-350x350.png,5778,"Herb, Pokemon","Herb, meganium, Overgrow",71,71 in stock,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit. Description The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",10
Cyndaquil,154.0,https://scrapeme.live/shop/Cyndaquil/,https://scrapeme.live/wp-content/uploads/2018/08/155-350x350.png,3987,"Fire Mouse, Pokemon","Blaze, cyndaquil, Fire Mouse",184,184 in stock,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion. Description Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",10
Quilava,85.0,https://scrapeme.live/shop/Quilava/,https://scrapeme.live/wp-content/uploads/2018/08/156-350x350.png,6999,"Pokemon, Volcano","Blaze, quilava, Volcano",263,263 in stock,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames. Description Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,10
Typhlosion,191.0,https://scrapeme.live/shop/Typhlosion/,https://scrapeme.live/wp-content/uploads/2018/08/157-350x350.png,5228,"Pokemon, Volcano","Blaze, typhlosion, Volcano",118,118 in stock,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders. Description Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,10
Totodile,190.0,https://scrapeme.live/shop/Totodile/,https://scrapeme.live/wp-content/uploads/2018/08/158-350x350.png,4342,"Big Jaw, Pokemon","Big Jaw, Torrent, totodile",285,285 in stock,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury. Description Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",10
Croconaw,175.0,https://scrapeme.live/shop/Croconaw/,https://scrapeme.live/wp-content/uploads/2018/08/159-350x350.png,9299,"Big Jaw, Pokemon","Big Jaw, croconaw, Torrent",255,255 in stock,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in. Description Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",10
Feraligatr,183.0,https://scrapeme.live/shop/Feraligatr/,https://scrapeme.live/wp-content/uploads/2018/08/160-350x350.png,9344,"Big Jaw, Pokemon","Big Jaw, feraligatr, Torrent",175,175 in stock,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed. Description Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",10
Sentret,48.0,https://scrapeme.live/shop/Sentret/,https://scrapeme.live/wp-content/uploads/2018/08/161-350x350.png,2687,"Pokemon, Scout","Keen Eye, Scout, sentret",83,83 in stock,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear. Description When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",10
Furret,154.0,https://scrapeme.live/shop/Furret/,https://scrapeme.live/wp-content/uploads/2018/08/162-350x350.png,4876,"Long Body, Pokemon","furret, Keen Eye, Long Body",85,85 in stock,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet. Description Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",10
Hoothoot,48.0,https://scrapeme.live/shop/Hoothoot/,https://scrapeme.live/wp-content/uploads/2018/08/163-350x350.png,4691,"Owl, Pokemon","hoothoot, Keen Eye, Owl",204,204 in stock,"Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day. Description Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.",11
Noctowl,170.0,https://scrapeme.live/shop/Noctowl/,https://scrapeme.live/wp-content/uploads/2018/08/164-350x350.png,9939,"Owl, Pokemon","Keen Eye, noctowl, Owl",10,10 in stock,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight. Description Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.",11
Ledyba,98.0,https://scrapeme.live/shop/Ledyba/,https://scrapeme.live/wp-content/uploads/2018/08/165-350x350.png,3874,"Five Star, Pokemon","Five Star, ledyba, Swarm",83,83 in stock,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent. Description Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.,11
Ledian,136.0,https://scrapeme.live/shop/Ledian/,https://scrapeme.live/wp-content/uploads/2018/08/166-350x350.png,1806,"Five Star, Pokemon","Five Star, ledian, Swarm",65,65 in stock,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy. Description It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.",11
Spinarak,199.0,https://scrapeme.live/shop/Spinarak/,https://scrapeme.live/wp-content/uploads/2018/08/167-350x350.png,4388,"Pokemon, String Spit","spinarak, String Spit, Swarm",136,136 in stock,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands. Description The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.,11
Ariados,85.0,https://scrapeme.live/shop/Ariados/,https://scrapeme.live/wp-content/uploads/2018/08/168-350x350.png,9759,"Long Leg, Pokemon","ariados, Long Leg, Swarm",50,50 in stock,Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing. Description Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,11
Crobat,195.0,https://scrapeme.live/shop/Crobat/,https://scrapeme.live/wp-content/uploads/2018/08/169-350x350.png,6120,"Bat, Pokemon","Bat, crobat, Inner Focus",245,245 in stock,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings. Description Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.,11
Chinchou,59.0,https://scrapeme.live/shop/Chinchou/,https://scrapeme.live/wp-content/uploads/2018/08/170-350x350.png,2651,"Angler, Pokemon","Angler, chinchou, Illuminate",130,130 in stock,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly. Description Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",11
Lanturn,131.0,https://scrapeme.live/shop/Lanturn/,https://scrapeme.live/wp-content/uploads/2018/08/171-350x350.png,7579,"Light, Pokemon","Illuminate, lanturn, Light",218,218 in stock,"Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night. Description Lanturn is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this Pokémon’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night.",11
Pichu,193.0,https://scrapeme.live/shop/Pichu/,https://scrapeme.live/wp-content/uploads/2018/08/172-350x350.png,4987,"Pokemon, Tiny Mouse","pichu, Static, Tiny Mouse",64,64 in stock,"When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks. Description When Pichu plays with others, it may short out electricity with another Pichu, creating a shower of sparks. In that event, this Pokémon will begin crying, startled by the flash of sparks.",11
Cleffa,107.0,https://scrapeme.live/shop/Cleffa/,https://scrapeme.live/wp-content/uploads/2018/08/173-350x350.png,2794,"Pokemon, Star Shape","cleffa, Cute Charm, Star Shape",187,187 in stock,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew. Description On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.",11
Igglybuff,189.0,https://scrapeme.live/shop/Igglybuff/,https://scrapeme.live/wp-content/uploads/2018/08/174-350x350.png,2662,"Balloon, Pokemon","Balloon, Cute Charm, igglybuff",170,170 in stock,Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes. Description Igglybuff has a soft and plushy body that feels very much like a marshmallow. From this body wafts a gently sweet fragrance that soothes and calms the emotions of its foes.,11
